Ticker,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income,Net Income Com,EPS,EPS Diluted,Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Total liabilities,Total shareholders equity,Net Debt,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Free Cash Flow,priceEarningsToGrowthRatio,dividendYield,enterpriseValueMultiple,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,inventoryTurnover,assetTurnover,currentRatio,quickRatio,debtRatio,debtEquityRatio,interestCoverage,Revenue per Share,Book Value per Share,Market Cap,Enterprise Value,PE ratio,PFCF ratio,EV to Sales,Enterprise Value over EBITDA,Earnings Yield,Debt to Equity,Debt to Assets,ROIC,Working Capital,ROE,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,Operating Cash Flow growth,Free Cash Flow growth,Asset Growth,Book Value per Share Growth,Debt Growth,Sector,2015 PRICE VAR [%],Class
KSU,2577100000.0,0.0877,997100000.0,1580000000.0,0.0,474500000.0,770900000.0,660809250.0,72800000.0,520197135.2,135910625.0,414820319.0,412967495.5,4.56,4.55,1.12,0.6131,0.404,0.3043,0.195,-0.025,976678204.7,704315387.1,348000000.0,0.0,348000000.0,181600000.0,111000000.0,718200000.0,7976400000.0,423900000.0,44812500.0,898800000.0,1354699625.0,2301400000.0,3912300000.0,3681276750.0,257066361.9,258100000.0,770537959.3,-329093375.0,-64300000.0,25.11560778,0.00923703,14.19706847,0.195025416,0.0721,0.1338,0.0733,22.1877,0.323090617,0.799,0.589230085,0.2885,0.6128,10.772,23.3935,34.09,8118979393.0,8684481125.0,26.761,0.0,5.9837,14.7949,0.0374,0.6128,0.2885,0.0733,-180600000,0.1338,0.1258,0.2442,0.0955,0.4305,0.4295,0.1349,-1.97835,0.0728,0.1123,0.0514,Industrials,-37.08982211,0
GLOG,328679000.0,0.435875,78470000.0,250209000.0,0.0,34154000.0,104849000.0,145360000.0,71579000.0,42161000.0,0.0,42161000.0,42161000.0,0.54,0.54,0.5,0.7613,0.561,0.3461,0.128,-0.28425,184435000.0,113740000.0,234800000.0,5000000.0,262903000.0,16186000.0,4953000.0,288485000.0,3269971000.0,67496000.0,44812500.0,201361000.0,1354699625.0,1895276000.0,2016934000.0,929391000.0,4745816.0,70695000.0,212299000.0,-329093375.0,-237679625.0,25.2242908,0.044326119,16.68406932,0.128274091,0.0139,0.0454,0.035,24.3218125,0.100514347,1.433,1.38601318,0.5796,2.0393,1.589,5.2285,14.784,1514700000.0,1148673600.0,37.6852,0.0,2.2776,10.0823,0.0265,2.0393,0.5796,0.035,87124000,0.0454,0.5262125,0.3416,1.0358,-0.2594,-0.4066,0.9596,-0.2389,0.48485,0.41255,0.4848625,Industrials,-57.20665897,0
JBHT,5811623250.0,0.104,2893247664.0,2153408831.0,0.0,818209625.0,1392664375.0,631542000.0,27028000.0,520197135.2,135910625.0,374792000.0,374792000.0,3.2,3.16,0.8,0.3842,0.15,0.1024,0.061,-0.0021,926125000.0,631629000.0,5961000.0,0.0,5961000.0,653795000.0,27740000.0,861499000.0,3378486000.0,325838000.0,44812500.0,771070000.0,683539000.0,933539000.0,2173963000.0,1204523000.0,257066361.9,274576875.0,646779000.0,-329093375.0,-12931000.0,25.15800311,0.009927226,10.92565075,0.060789163,0.1457,0.3112,0.1384,24.3218125,1.824912402,1.117,0.855636972,0.2763,0.775,18.4580625,52.6961,10.295,8118979393.0,8684481125.0,26.3281,0.0,1.7513,11.6591,0.038,0.775,0.2763,0.1384,90429000,0.3112,0.1345,0.0951,0.0951,0.0947,0.0959,0.1261,-1.0981,0.1983,0.1943,0.3178,Industrials,-10.93488698,0
EXPD,5811623250.0,0.0797,2893247664.0,1981427000.0,0.0,818209625.0,1386779000.0,594648000.0,0.0,520197135.2,135910625.0,376888000.0,376888000.0,1.92,1.92,0.64,0.3018,0.1,0.0927,0.057,0.0503,657609000.0,608317000.0,668219250.0,5000000.0,448755875.0,719095625.0,0.0,1679544766.0,2890905000.0,431050863.6,0.0,925910625.0,0.0,0.0,1019297000.0,1868408000.0,-168994603.1,49292000.0,394966000.0,-64573000.0,330393000.0,21.76796197,0.015191703,13.88544051,0.057411122,0.2044,0.2017,0.1898375,0.0,2.232700923,2.327,2.239807966,0.0,0.0,0.0,33.4684,9.526,8118979393.0,7643652512.0,23.2344,26.484,1.1644,11.6234,0.043,0.0,0.0,0.1898375,554673000,0.2017,0.0524,0.0651,0.0771,0.0814,0.1361,-0.0308,-0.067,-0.0411,-0.0588,0.0,Industrials,3.06947923,1
WERN,2139289000.0,0.0543,1118745000.0,1020544000.0,0.0,598226000.0,860456000.0,160088000.0,881000.0,161774000.0,63124000.0,98650000.0,98650000.0,1.37,1.36,0.25,0.477,0.159,0.076,0.046,-0.0027,339639000.0,162655000.0,22604000.0,0.0,22604000.0,287043000.0,17824000.0,426344000.0,1480462000.0,64827000.0,0.0,186530000.0,75000000.0,75000000.0,646602000.0,833860000.0,52396000.0,176984000.0,206565000.0,-212294000.0,-5729000.0,21.9046906,0.006682408,6.64971257,0.046113452,0.0787,0.1183,0.0787,24.3218125,1.445014462,2.286,1.6600386,0.0507,0.0899,18.4580625,29.6621,11.562,2238551950.0,2290947950.0,22.7372,0.0,1.0709,6.7452,0.044,0.0899,0.0507,0.0787,239814000,0.1183,0.0919,0.1441,0.1457,0.1367,0.1513,-0.1114,-1.0711,0.0933,0.0905,0.4848625,Industrials,-24.22315891,0
HCSG,1293183000.0,0.1246,1155293000.0,137890000.0,0.0,107810000.0,107810000.0,30080000.0,0.0,31708000.0,9858000.0,21850000.0,21850000.0,0.31,0.31,0.693,0.1066,0.03,0.0245,0.017,0.0402,38977000.0,31708000.0,75280000.0,5000000.0,87079000.0,203307000.0,35462000.0,334828000.0,469579000.0,43554000.0,0.0,117959000.0,0.0,0.0,193749000.0,275830000.0,-87079000.0,7269000.0,57730000.0,-5712000.0,52018000.0,29.84733508,0.024483342,21.24082482,0.016896294,0.0951,0.0792,0.0711,24.3218125,2.232700923,2.839,2.46175366,0.0,0.0,0.0,18.3129,3.906,2185854030.0,2098775030.0,58.8168125,41.9884,1.623,25.603525,0.01,0.0,0.0,0.0711,216869000,0.0792,-0.1092,-0.5231,-0.5209,-0.5364,-0.5441,0.7952,0.8217,0.104,-0.0519,0.0,Industrials,15.52226252,1
CP,5697074010.0,-0.0116,2049053356.0,2153408831.0,0.0,818209625.0,1392664375.0,660809250.0,103553750.0,520197135.2,135910625.0,414820319.0,412967495.5,5.34,5.24,1.0826,0.6403,0.3735,0.3505,0.1919,0.1097,976678204.7,704315387.1,194492254.7,0.0,194492254.7,604130809.0,152323580.0,1050774527.0,11956184656.0,431050863.6,44812500.0,925910625.0,1354699625.0,3334118750.0,7722981625.0,3681276750.0,257066361.9,274576875.0,770537959.3,-329093375.0,367551375.0,21.62243122,0.007645378,13.14961994,0.222960725,0.1038,0.2631,0.0972,24.3218125,0.4,0.7444,0.657689582,0.348,1.0266,8.227,44.5157,27.9389,8118979393.0,8684481125.0,26.2185,39.47,5.2308,12.0571,0.0381,1.0266,0.348,0.0972,-190000000,0.2631,0.022,0.5141,0.5083,0.5446,0.564,-0.0031,-0.1553,-0.1117,-0.2674,0.0815,Industrials,-31.72425425,0
PNR,4666800000.0,-0.261525,2893247664.0,1620500000.0,21775625.0,818209625.0,1082000000.0,538500000.0,70900000.0,329200000.0,114300000.0,214900000.0,214900000.0,1.13,1.11,1.1,0.3472,0.116,0.0857,0.046,0.1986,540400000.0,400100000.0,110400000.0,0.0,110400000.0,719095625.0,243529375.0,1679544766.0,10655200000.0,431050863.6,6700000.0,925910625.0,1354699625.0,3004100000.0,5991400000.0,3681276750.0,257066361.9,140300000.0,770537959.3,-81800000.0,367551375.0,29.84733508,0.018352794,21.24082482,0.046048684,0.0975,0.0461,0.0378,4.0136,0.437983332,1.765,0.802866728,0.2819,0.6441,5.6432,24.4848,24.469,8118979393.0,8684481125.0,39.4753,9.1756,2.4055,20.7736,0.0253,0.6441,0.2819,0.0378,554673000,0.0461,-0.3163,-0.493,-0.2748,-0.5997,-0.5768,0.0868,0.213,-0.0927,-0.1927,0.1779,Industrials,-23.30923567,0
NAT,351049000.0,0.435875,261930000.0,89119000.0,0.0,14863000.0,93894000.0,-4775000.0,12244000.0,-13119000.0,47000.0,-13166000.0,-13166000.0,-0.15,-0.15,0.74,0.2539,0.227,-0.0025,-0.038,-0.0472,79656000.0,-875000.0,100736000.0,0.0,100736000.0,16412000.0,22223000.0,176499000.0,1175860000.0,6664000.0,0.0,24035000.0,250000000.0,250000000.0,286949000.0,888911000.0,4745816.0,80531000.0,57479000.0,-74053000.0,-16574000.0,16.20936225,0.052068448,12.02797837,-0.037504736,-0.0124,-0.0148,-0.0028,15.0976,0.298546596,4.7095,3.58831132,0.2126,0.2812,-0.0715,4.1106,10.409,400440000.0,1148673600.0,0.0,0.0,2.2776,10.0823,-0.015,0.2812,0.2126,-0.0028,152464000,-0.0148,0.5262125,0.9907,0.949,0.8751,0.9085,1.1893125,0.7046,0.0347,-0.2196,0.0,Industrials,68.34237392,1
MLHR,1882000000.0,0.0603,1251000000.0,631000000.0,21775625.0,564300000.0,656700000.0,-25700000.0,17600000.0,-43300000.0,-21200000.0,-22100000.0,-22100000.0,-0.37,-0.37,0.53,0.3353,-0.014,-0.0137,-0.012,0.0262,-25700000.0,-25700000.0,101500000.0,5000000.0,112600000.0,204300000.0,78400000.0,451800000.0,990900000.0,136900000.0,44812500.0,356100000.0,200000000.0,250000000.0,618800000.0,372100000.0,137400000.0,0.0,90100000.0,-40800000.0,49300000.0,16.20936225,0.018038537,10.55393306,-0.011742827,-0.076,-0.0594,-0.0281,24.3218125,1.89928348,1.269,0.889918562,0.2523,0.6719,-1.4602,31.7697,6.281,1858917059.0,1996317059.0,0.0,37.7062,1.0607,0.0,-0.0118,0.6719,0.2523,-0.0281,95700000,-0.0594,0.0426,-1.1198125,-1.018,-1.324,-1.255675,-0.3399,-0.4287,0.0469,0.1523,0.0,Industrials,-0.039016611,0
FAST,3733507000.0,0.1225,1836105000.0,1897402000.0,0.0,818209625.0,1109812000.0,660809250.0,915000.0,520197135.2,135910625.0,414820319.0,412967495.5,0.835,0.83,0.5,0.5082,0.23,0.2112,0.132,0.0846,860494000.0,704315387.1,114496000.0,0.0,114496000.0,462077000.0,243529375.0,1583265000.0,2359102000.0,103909000.0,44812500.0,375353000.0,0.0,90000000.0,443885000.0,1915217000.0,-24496000.0,72145000.0,499392000.0,-183655000.0,315737000.0,25.23108,0.023787494,14.62233808,0.13235545,0.2506,0.258,0.1898375,4.5165,1.582596683,4.218,1.536082035,0.0382,0.047,18.4580625,6.2962,3.23,8118979393.0,8684481125.0,28.479,44.6608,3.7697,16.356,0.0351,0.047,0.0382,0.1898375,554673000,0.258,0.1035,0.1048,0.1051,0.1014,0.106,0.2001,0.4715,0.1365,0.0814,0.0,Industrials,-11.51487122,0
BR,2558000000.0,0.0523,1761400000.0,796600000.0,0.0,378400000.0,378400000.0,418200000.0,0.0,395500000.0,132500000.0,263000000.0,263000000.0,2.2,2.12,0.84,0.3114,0.193,0.1546,0.103,0.1358,492900000.0,395500000.0,347600000.0,0.0,347600000.0,424800000.0,0.0,880600000.0,2192100000.0,116300000.0,0.0,484400000.0,524100000.0,524100000.0,1230400000.0,961700000.0,176500000.0,97400000.0,387700000.0,-40300000.0,347400000.0,17.28079027,0.02127684,10.98914149,0.102814699,0.294875,0.2735,0.1898375,0.0,1.166917568,1.818,1.594549959,0.2391,0.545,0.0,21.388,8.041,5024712874.0,5201212874.0,18.9273,14.3355,2.0333,10.5523,0.0528,0.545,0.2391,0.1898375,396200000,0.2735,0.2015,0.2237,0.2939,0.24,0.2644,0.4312,0.5791,0.0862,0.2012,-0.0008,Industrials,17.82894623,1
XPO,2356600000.0,0.435875,1975000000.0,381600000.0,0.0,422500000.0,422500000.0,-40900000.0,48000000.0,-89700000.0,-26100000.0,-63600000.0,-107400000.0,-2.0,-2.0,0.0,0.1619,0.024,-0.0177,-0.046,-0.028,56600000.0,-41700000.0,644100000.0,0.0,448755875.0,543800000.0,0.0,1223900000.0,2749400000.0,252700000.0,1800000.0,381100000.0,580300000.0,582100000.0,1094300000.0,1655100000.0,-62000000.0,98300000.0,-21300000.0,-44600000.0,-65900000.0,16.20936225,0.001323495,21.24082482,-0.026988034,-0.0597,-0.0384,-0.0148,0.0,0.857132465,3.211,3.117029651,0.2117,0.3517,-0.8688,43.9664,30.879,2634669601.0,2572669601.0,0.0,0.0,1.0917,25.603525,-0.0489,0.3517,0.2117,-0.0148,554673000,-0.0384,0.5262125,0.2102,0.2254,-1.0854,0.115,0.6787,0.154,0.48485,0.41255,0.4848625,Industrials,-32.93133329,0
AGCO,5811623250.0,-0.0986,2893247664.0,2066300000.0,21775625.0,818209625.0,1392664375.0,646500000.0,58400000.0,520197135.2,135910625.0,410400000.0,410400000.0,4.39,4.36,0.44,0.2125,0.096,0.0675,0.042,0.0144,936900000.0,656500000.0,363700000.0,0.0,363700000.0,719095625.0,243529375.0,1679544766.0,7368800000.0,431050863.6,44812500.0,925910625.0,997600000.0,1091900000.0,3871900000.0,3448500000.0,257066361.9,274576875.0,438400000.0,-298700000.0,139700000.0,9.855475146,0.010087307,5.770078984,0.042206156,0.1564,0.119,0.0836,5.1628,1.319577136,1.493,0.598809148,0.1482,0.3166,11.2414,69.69345,36.922,4157422550.0,4885622550.0,10.2961,30.2196,0.5024,5.2147,0.0971,0.3166,0.1482,0.0836,554673000,0.119,-0.1357,-0.2815,-0.2822,-0.3128,-0.285,-0.4499,-0.6574,-0.1268,-0.1042,-0.1266,Industrials,1.780551522,1
CAR,5811623250.0,0.069,2893247664.0,1956000000.0,0.0,818209625.0,1299000000.0,657000000.0,103553750.0,392000000.0,135910625.0,245000000.0,245000000.0,2.32,2.22,0.0,0.2305,0.309,0.0708,0.029,0.0222,976678204.7,601000000.0,624000000.0,0.0,448755875.0,719095625.0,0.0,1679000000.0,11956184656.0,431050863.6,28000000.0,925910625.0,1354699625.0,3334118750.0,7722981625.0,665000000.0,257066361.9,274576875.0,770537959.3,-329093375.0,188000000.0,28.7642062,0.0,7.269069255,0.028874484,0.0222,0.3684,0.0279,0.0,0.503800024,1.105,1.043449638,0.6774,2.428325,2.8756,69.69345,6.259,7047230518.0,8684481125.0,28.5905,37.4853,2.1016,6.8036,0.035,2.428325,0.6774,0.0279,160000000,0.3684,0.094,0.8492,0.3919,1.5229,1.485725,0.1447,-0.6923,0.0343,-0.1296,0.0632,Industrials,-45.64923957,0
URI,5685000000.0,0.1473,2893247664.0,2153408831.0,0.0,758000000.0,1041000000.0,660809250.0,103553750.0,520197135.2,135910625.0,414820319.0,412967495.5,5.34,5.15,0.0,0.4278,0.457,0.2471,0.095,0.098,976678204.7,704315387.1,158000000.0,0.0,158000000.0,719095625.0,78000000.0,1298000000.0,11956184656.0,285000000.0,44812500.0,925910625.0,1354699625.0,3334118750.0,7722981625.0,1796000000.0,257066361.9,274576875.0,770537959.3,-329093375.0,367551375.0,18.85450282,0.0,6.803936716,0.094986807,0.0862,0.3007,0.0783,24.3218125,0.468711353,0.878,0.742895805,0.6564,2.428325,2.5315,56.9593,17.995,8118979393.0,8684481125.0,18.4134,18.2791,3.1637,6.9201,0.0543,2.428325,0.6564,0.0783,-180000000,0.3007,0.224,0.2973,0.2904,0.3953,0.3382,0.1612,0.4543,0.08,-0.0822,0.11,Industrials,-29.97393235,0
MCO,3334300000.0,0.1217,0.0,2153408831.0,0.0,818209625.0,1392664375.0,660809250.0,103553750.0,520197135.2,135910625.0,414820319.0,412967495.5,4.69,4.61,1.12,1.0,0.497,0.468,0.297,0.2831,976678204.7,704315387.1,668219250.0,5000000.0,448755875.0,719095625.0,0.0,1679544766.0,4669000000.0,431050863.6,0.0,925910625.0,1354699625.0,2547300000.0,4626100000.0,-187800000.0,257066361.9,95600000.0,770537959.3,-74600000.0,367551375.0,19.27903934,0.012381181,13.78418344,0.296524008,0.294875,-0.2426125,0.1898375,0.0,0.714135789,2.239,2.058848045,0.5456,-1.436475,13.3604,15.8249,-0.891,8118979393.0,8684481125.0,20.4286,21.3847,6.2549,12.5932,0.049,-1.436475,0.5456,0.1898375,554673000,-0.24205,0.1217,0.2487,0.1656,0.229,0.2779,0.0991,0.0673,0.0623,-0.35185,0.212,Industrials,6.009317672,1
KBR,5811623250.0,-0.1175,2893247664.0,-65000000.0,0.0,239000000.0,892000000.0,-398036750.0,0.0,-317081113.1,135910625.0,-254541975.0,-254719825.8,-3.54,-3.48,0.32,-0.0102,-0.121,-0.1321,-0.198,0.0184,-579395007.8,-423528311.9,668219250.0,0.0,448755875.0,719095625.0,0.0,1679544766.0,4078000000.0,431050863.6,10000000.0,925910625.0,63000000.0,73000000.0,3143000000.0,942000000.0,-168994603.1,72000000.0,170000000.0,-53000000.0,117000000.0,16.20936225,0.020603135,10.55393306,-0.18782313,-0.179125,-0.2426125,-0.1088625,0.0,1.561059343,1.241,1.454499494,0.0179,0.0775,0.0,43.6027,6.452,2459088762.0,1562088762.0,0.0,21.1513,0.2454,0.0,-0.13175,0.0775,0.0179,-0.1088625,476000000,-0.24205,-0.3208875,-1.1198125,-1.018,-1.4557,-1.255675,-0.4276,-0.4658,-0.2501,-0.35185,-0.1705,Industrials,1.638440056,1
FISV,5066000000.0,0.0523,2881000000.0,2153408831.0,0.0,818209625.0,975000000.0,660809250.0,103553750.0,520197135.2,135910625.0,414820319.0,412967495.5,1.515,1.49,0.0,0.4313,0.337,0.257,0.149,0.2004,976678204.7,704315387.1,294000000.0,0.0,294000000.0,719095625.0,0.0,1444000000.0,9308000000.0,431050863.6,44812500.0,925910625.0,1354699625.0,3334118750.0,6013000000.0,3295000000.0,257066361.9,274576875.0,770537959.3,-292000000.0,367551375.0,23.39939257,0.0,12.68179484,0.148835373,0.294875,0.2288,0.0992,0.0,0.544263,0.972,0.734858681,0.4072,1.1502,7.939,10.1891,6.627,8118979393.0,8684481125.0,23.4224,17.3824,4.1078,12.1983,0.0427,1.1502,0.4072,0.0992,-42000000,0.2288,0.0721,0.1431,0.1404,0.1636,0.2267,0.2714,0.2816,-0.0215,-0.0299,-0.0151,Industrials,29.51004748,1
SAVE,1931580000.0,0.1676,987807000.0,943773000.0,0.0,538486000.0,588510000.0,355263000.0,2747000.0,352994000.0,127530000.0,225464000.0,225464000.0,3.1,3.08,0.0,0.4886,0.208,0.1842,0.117,-0.021,402712000.0,355741000.0,632784000.0,0.0,448755875.0,22685000.0,0.0,721498000.0,1592753000.0,13402000.0,10431000.0,365624000.0,135232000.0,145663000.0,589678000.0,1003075000.0,-168994603.1,46971000.0,261830000.0,-302371000.0,-40541000.0,24.39290463,0.0,15.56382191,0.116725168,0.294875,0.2248,0.1898375,0.0,1.212730411,1.973,1.79274063,0.0915,0.1452,18.4580625,26.5448,13.785,5499721849.0,5012600849.0,24.3806,0.0,2.5951,12.4471,0.041,0.1452,0.0915,0.1898375,355874000,0.2248,0.1959,0.2587,0.2585,0.2744,0.2705,0.3401,-1.3851,0.3489,0.3021,0.0,Industrials,-46.32273758,0
CVA,1682000000.0,0.0319,1156000000.0,526000000.0,0.0,97000000.0,372000000.0,154000000.0,103553750.0,13000000.0,15000000.0,-2000000.0,-2000000.0,-0.01,-0.01,0.86,0.3127,0.213,0.088,-0.001,0.0743,359000000.0,148000000.0,84000000.0,0.0,84000000.0,299000000.0,0.0,715000000.0,4206000000.0,33000000.0,40000000.0,405000000.0,1354699625.0,2980000000.0,3422000000.0,782000000.0,257066361.9,211000000.0,341000000.0,-216000000.0,125000000.0,16.20936225,0.045913369,14.550961,-0.001189061,-0.0007,-0.0026,0.0256,0.0,0.399904898,1.765,0.945679012,0.7085,2.428325,1.0963,12.9385,6.015,2884773291.0,5780773291.0,0.0,22.8904,3.4368,16.1024,-0.0005,2.428325,0.7085,0.0256,310000000,-0.0026,-0.0277,-0.0263,-0.3063,0.7778,0.8571,0.0791,-0.0234,-0.0397,-0.1397,-0.0754,Industrials,-25.80079345,0
SCS,2988900000.0,0.0419,2043700000.0,945200000.0,0.0,757000000.0,779300000.0,165900000.0,17800000.0,147200000.0,59500000.0,87700000.0,87700000.0,0.7,0.69,0.4,0.3162,0.075,0.0552,0.029,0.034,225000000.0,165000000.0,201800000.0,5000000.0,321300000.0,306800000.0,151500000.0,889900000.0,1726700000.0,212500000.0,2600000.0,538200000.0,284400000.0,287000000.0,1049600000.0,677100000.0,-34300000.0,60000000.0,178800000.0,-77300000.0,101500000.0,3.220970583,0.002559596,2.160888889,0.029341898,0.1204,0.1295,0.1192,20.6844,1.730989749,1.653,1.167038276,0.1662,0.4239,9.2697,24.0964,5.459,1844462681.0,1810162681.0,21.2429,18.172,0.6056,8.0452,0.0471,0.4239,0.1662,0.1192,351700000,0.1295,0.0915,1.2574875,1.1228,1.2603,1.3333,-0.0454,-0.212,0.022,0.0229,-0.0069,Industrials,-14.86282087,0
CXW,1646867000.0,-0.028,1156135000.0,490732000.0,0.0,106429000.0,250436000.0,240296000.0,39535000.0,201965000.0,6943000.0,195022000.0,195022000.0,1.68,1.66,1.55,0.298,0.216,0.1466,0.118,0.1752,355425000.0,241500000.0,77251000.0,0.0,77251000.0,248588000.0,0.0,352756000.0,3117646000.0,317566000.0,0.0,318988000.0,1190455000.0,1190455000.0,1636146000.0,1481500000.0,257066361.9,113925000.0,423581000.0,-135106000.0,288475000.0,15.71685472,0.052068448,12.19058435,0.118420006,0.0724,0.1316,0.0552,0.0,0.528240538,1.106,1.021477297,0.3818,0.8035,6.1085,14.1391,12.719,4232749251.0,5345953251.0,21.631,14.6728,3.2461,15.041,0.0462,0.8035,0.3818,0.0552,33768000,0.1316,0.0354,0.1447,-0.0432,-0.3517,-0.3869,0.1464,-0.0154,0.0366,-0.0194,-0.0121,Industrials,-22.93556986,0
PH,5811623250.0,0.0154,2893247664.0,2153408831.0,0.0,818209625.0,1392664375.0,660809250.0,82566000.0,520197135.2,135910625.0,414820319.0,412967495.5,5.34,5.24,1.55,0.2291,0.149,0.124,0.079,0.0897,976678204.7,704315387.1,668219250.0,5000000.0,448755875.0,719095625.0,243529375.0,1679544766.0,11956184656.0,431050863.6,44812500.0,925910625.0,1354699625.0,2324764000.0,6611554000.0,3681276750.0,137508000.0,274576875.0,770537959.3,-201972000.0,367551375.0,16.32858617,0.016368409,10.18442785,0.078771965,0.2242,0.1563,0.1166,9.6148,0.99560122,1.867,1.363094704,0.1751,0.3491,18.4580625,69.69345,41.476125,8118979393.0,8684481125.0,18.0129,15.7901,1.4273,9.548,0.0555,0.3491,0.1751,0.1166,554673000,0.1563,0.0337,0.1688,0.1657,0.0977,0.0975,0.1654,0.2482,0.0585,0.1629,-0.1785,Industrials,-23.19390419,0
HDS,5811623250.0,-0.1648,2893247664.0,2080000000.0,0.0,818209625.0,1392664375.0,427000000.0,103553750.0,-174000000.0,44000000.0,-218000000.0,-218000000.0,-1.31,-1.31,0.0,0.3257,0.094,0.0554,-0.034,-0.0767,600000000.0,354000000.0,115000000.0,0.0,115000000.0,719095625.0,243529375.0,1679544766.0,6324000000.0,431050863.6,10000000.0,925910625.0,1354699625.0,3334118750.0,7088000000.0,-764000000.0,257066361.9,246000000.0,-367000000.0,-123000000.0,-237679625.0,16.20936225,0.002559596,9.415,-0.03413183,-0.135,0.2853,0.0521,6.204,1.009962049,2.107,1.06221409,0.85145,-1.436475,0.6705,38.2673,-4.577,4014480945.0,8684481125.0,0.0,0.0,1.4785,15.7391,-0.0627,-1.436475,0.85145,0.0521,554673000,0.2853,-0.0335,1.2574875,0.4475,0.8151,0.8549,0.4611,0.371,-0.1377,0.41255,-0.2436,Industrials,1.934832383,1
ATSG,589592000.0,0.0165,168599000.0,420993000.0,0.0,217538000.0,356468000.0,64525000.0,13937000.0,49562000.0,19702000.0,29860000.0,29860000.0,0.46,0.46,0.0,0.714,0.291,0.1077,0.051,0.0698,171753000.0,63499000.0,30560000.0,0.0,30560000.0,43513000.0,10665000.0,97351000.0,1011859000.0,40608000.0,24344000.0,111700000.0,319750000.0,344094000.0,664370000.0,347489000.0,257066361.9,108254000.0,149725000.0,-108582000.0,41143000.0,18.41948024,0.0,5.241921131,0.050645192,0.0358,0.0859,0.0451,24.3218125,0.582681974,0.872,0.663142346,0.3401,0.9902,4.5561,9.1761,5.408,555885501.2,869419501.2,18.6087,13.3681,1.4746,5.062,0.0537,0.9902,0.3401,0.0451,-14349000,0.0859,0.0282,1.2574875,1.1228,1.5229,1.485725,0.5859,1.79425,-0.0206,-0.0621,-0.1051,Industrials,20.86330623,1
ALLE,2118300000.0,0.0235,1264600000.0,853700000.0,0.0,527400000.0,527400000.0,326300000.0,53800000.0,259400000.0,84200000.0,175200000.0,175200000.0,1.82,1.8,0.32,0.403,0.171,0.1479,0.083,0.0967,362000000.0,313200000.0,290500000.0,0.0,290500000.0,230400000.0,169300000.0,1001700000.0,2015900000.0,175600000.0,44812500.0,532500000.0,1215000000.0,1264600000.0,1997400000.0,-4800000.0,257066361.9,48800000.0,255900000.0,-51000000.0,204900000.0,29.26879661,0.005850356,18.32429051,0.082707832,0.259,-0.2426125,0.1673,11.8739,1.05079617,1.881,0.978215962,0.6273,-1.436475,5.8216,22.1282,-0.05,5309107380.0,6283207380.0,30.4725,25.9107,2.9662,17.3569,0.0328,-1.436475,0.6273,0.1673,469200000,-0.24205,-0.0091,0.44,0.3551,1.5229,1.485725,0.1429,-0.165,0.0076,0.41255,-0.059,Industrials,20.53108603,1
ERJ,5811623250.0,0.0086,2893247664.0,1250500000.0,21775625.0,627400000.0,707100000.0,543400000.0,24500000.0,490900000.0,135910625.0,334700000.0,334700000.0,1.825,1.815,0.567,0.1988,0.127,0.082,0.053,-0.0345,801700000.0,515400000.0,668219250.0,5000000.0,448755875.0,719095625.0,243529375.0,1679544766.0,10411000000.0,431050863.6,44812500.0,925910625.0,1354699625.0,2908100000.0,6546200000.0,3681276750.0,4745816.0,274576875.0,482300000.0,-329093375.0,-216800000.0,29.84733508,0.003813241,21.24082482,0.0532216,0.0633,0.0889,0.0625,2.6803,0.604053405,2.276,1.391750558,0.2793,0.7724,18.4580625,34.2865,20.526,4571340000.0,1148673600.0,20.1973,0.0,2.2776,10.0823,0.0495,0.7724,0.2793,0.0625,554673000,0.0889,-0.1169,-0.2582,-0.2383,-0.0213,-0.0272,-0.1458,-0.1447,0.0265,0.0586,0.1209,Industrials,-19.6427007,0
AOS,2356000000.0,0.0939,1496700000.0,859300000.0,0.0,572100000.0,572100000.0,287200000.0,5700000.0,286700000.0,78900000.0,207800000.0,207800000.0,1.15,1.14,0.3,0.3647,0.149,0.1241,0.088,0.0755,352200000.0,292400000.0,319400000.0,5000000.0,448755875.0,475400000.0,208300000.0,1319000000.0,2515300000.0,393800000.0,13700000.0,605200000.0,210100000.0,223800000.0,1134000000.0,1381300000.0,-168994603.1,59800000.0,264000000.0,-86100000.0,177900000.0,22.98684633,0.011388695,15.06577702,0.08820034,0.182,0.1504,0.1299,11.7301,0.936667594,2.179,1.680931923,0.089,0.162,18.4580625,13.1553,7.713,5051286137.0,4733186137.0,24.5261,28.394,2.009,13.4389,0.0408,0.162,0.089,0.1299,554673000,0.1504,0.1105,0.2078,0.2052,0.2245,0.25,-0.0558,-0.022,0.0518,0.059,0.1662,Industrials,39.90522751,1
